mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_estimators,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_features,param_model__max_depth,param_model__class_weight,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
6.505687952041626,0.5715858871959109,2.0532044887542726,0.12149528296686439,300,10,4,,10,,"{""model__class_weight"": null, ""model__max_depth"": 10, ""model__max_features"": null, ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 10, ""model__n_estimators"": 300}",0.8956571653930466,0.9013514567385592,0.8977507576461633,0.8909462067461469,0.8861950642022522,0.8943801301452335,0.005298650349791686,28,0.9333868102302982,0.933400801117252,0.9323511120592967,0.9361417683156401,0.9343014305769648,0.9339163844598903,0.0012725522821181326
8.896073198318481,1.323169840213258,2.1211857318878176,0.18033946935542983,200,20,8,,30,balanced_subsample,"{""model__class_weight"": ""balanced_subsample"", ""model__max_depth"": 30, ""model__max_features"": null, ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 20, ""model__n_estimators"": 200}",0.8989719082493427,0.9117051816292486,0.9070742094399374,0.901233368540668,0.8886264937435235,0.9015222323205441,0.007840976663098074,19,0.9466534880076701,0.9521105138711717,0.9465660204497937,0.9522711583777275,0.9470034430693318,0.948920924755139,0.0026743643641639015
13.642438507080078,0.5562259116563666,1.7960008144378663,0.18470928440460002,300,2,2,0.5,10,balanced_subsample,"{""model__class_weight"": ""balanced_subsample"", ""model__max_depth"": 10, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 2, ""model__n_estimators"": 300}",0.8962024054669007,0.9020966950573782,0.9030982712340055,0.8923873996842232,0.8869784703629403,0.8961526483610897,0.006031889977948573,27,0.9285336456140377,0.9282838571373513,0.9294504352079102,0.9290183597625873,0.9311522504207278,0.9292877096285229,0.001015073760101745
14.885424184799195,0.5614314116727623,1.2548375606536866,0.0734512804573419,300,10,2,,,balanced_subsample,"{""model__class_weight"": ""balanced_subsample"", ""model__max_depth"": null, ""model__max_features"": null, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 10, ""model__n_estimators"": 300}",0.9075862396579172,0.9178871236061251,0.9146276939203709,0.9090264016738366,0.8991566789341517,0.9096568275584804,0.006440266727436521,8,0.9795368281214358,0.9821312275978596,0.9803279212680779,0.9826276281602475,0.9791586722605634,0.9807564554816368,0.0013867464985503316
4.892007732391358,0.3329363146315755,0.8824085712432861,0.2166241633183401,100,2,8,log2,10,balanced,"{""model__class_weight"": ""balanced"", ""model__max_depth"": 10, ""model__max_features"": ""log2"", ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 2, ""model__n_estimators"": 100}",0.8759454468850147,0.8982231841180418,0.8922134638328426,0.8839963249293842,0.873501865132377,0.8847760569795321,0.009400375604185097,31,0.9048695871531023,0.9068384840533956,0.9047843283240725,0.9074876021849,0.907422366749046,0.9062804736929033,0.0012084292534641245
7.534485864639282,0.5307734873501835,1.592736577987671,0.11876181006125536,300,2,2,sqrt,20,balanced,"{""model__class_weight"": ""balanced"", ""model__max_depth"": 20, ""model__max_features"": ""sqrt"", ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 2, ""model__n_estimators"": 300}",0.9133146192658336,0.9204737270026546,0.919288466022398,0.9059013399050386,0.911290842280677,0.9140537988953203,0.005352758544935923,2,0.9879568252165605,0.9883508419222973,0.9879745658181736,0.9889291602621666,0.9883527453995493,0.9883128277237494,0.00035328832415829715
7.2761894226074215,0.9253597442549851,1.2784046173095702,0.15578626039241675,200,20,2,,5,balanced_subsample,"{""model__class_weight"": ""balanced_subsample"", ""model__max_depth"": 5, ""model__max_features"": null, ""model__min_samples_leaf"": 2, ""model__min_samples_split"": 20, ""model__n_estimators"": 200}",0.8095995882196033,0.8313444026805319,0.8359656669151003,0.821443224070079,0.8087782745959599,0.8214262312962548,0.011041792387396653,39,0.8227368594350704,0.8165939392726409,0.8251748502566857,0.8237673192620285,0.8302087444975342,0.823696342544792,0.004381030518512817
4.463509368896484,0.7273955570407106,1.3599259853363037,0.17399100610709334,100,2,4,log2,30,balanced,"{""model__class_weight"": ""balanced"", ""model__max_depth"": 30, ""model__max_features"": ""log2"", ""model__min_samples_leaf"": 4, ""model__min_samples_split"": 2, ""model__n_estimators"": 100}",0.9039289119599604,0.9153210439045439,0.9144644426044317,0.9009978861886305,0.9024763977854824,0.9074377364886097,0.006163108596129005,12,0.9630282075431168,0.9636182996571514,0.9628211584391472,0.9650628597351032,0.9634996475845397,0.9636060345918116,0.0007853308600195596
5.178331565856934,0.2732004081128871,0.6457291126251221,0.16287591360941328,100,10,1,0.5,,balanced_subsample,"{""model__class_weight"": ""balanced_subsample"", ""model__max_depth"": null, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 1, ""model__min_samples_split"": 10, ""model__n_estimators"": 100}",0.9109757116964319,0.9189378065016688,0.9198039296678754,0.906793986840859,0.909124639576876,0.9131272148567422,0.005274482870467693,4,0.9808343180801214,0.9819513343986882,0.982020911980674,0.98291098997431,0.9814241392778094,0.9818283387423206,0.0006893185559280209
3.9048728466033937,0.34787564246972896,1.3564718246459961,0.1867976470140038,200,20,8,0.5,30,,"{""model__class_weight"": null, ""model__max_depth"": 30, ""model__max_features"": 0.5, ""model__min_samples_leaf"": 8, ""model__min_samples_split"": 20, ""model__n_estimators"": 200}",0.9028697263352977,0.9086873356002785,0.90871417821244,0.8952647238264801,0.8923975824953827,0.9015867092939759,0.0067420084756043145,18,0.9428896925558112,0.9438574025976673,0.9431021713269819,0.9444787187755154,0.9442882571033394,0.9437232484718632,0.0006306377324411028
